,Role,2018_2019,2019_2020,2020_2021,2021_2022,2022_2023,2023_2024,2024_2025,Education,Functional Responsibility,Years of Experience,Company,socio_economic
5657,Records Management Specialist,29.22,29.66,30.1,30.55,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,ONPOINT CONSULTING INC,
5658,Records Management Specialist,70.97,71.9,72.83,73.78,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,"CREATIVE INFORMATION TECHNOLOGY, INC (CITI)",
5659,Records Management Specialist,64.39,66.47,68.62,70.84,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,QUALITY SOFTWARE SERVICES INC (QSSI),
5660,Records Management Specialist,54.29,55.92,57.6,59.33,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,ICF INTERNATIONAL INC,
5661,Records Management Specialist,62.92,64.55,66.3,68.15,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,"AAC, INC",
5662,Records Management Specialist,70.2,72.24,74.34,76.49,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,LGS INNOVATIONS LLC,
5663,Records Management Specialist,84.32,85.16,86.01,86.01,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,ADVANCED TECHNOLOGY SYSTEMS INC,
5664,Records Management Specialist,40.08,41.29,42.53,43.8,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,L-3 NATIONAL SECURITY SOLUTIONS INC,
5665,Records Management Specialist,32.94,33.6,34.27,34.96,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,NCI INC,
5666,Records Management Specialist,76.0,78.28,80.63,83.05,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,"HYGEIA SOLUTION PARTNERS, LLC",
5667,Records Management Specialist,55.94,57.06,58.2,59.36,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,CATAPULT HEALTH TECHNOLOGY GROUP (CHTG) JV,
5668,Records Management Specialist,73.09,75.28,77.54,79.87,,,,,Records Management Specialist Coordinate and track document requests following the guidance of the National Archives and Records Administration (NARA) and Federal Records Center (FRC). Coordinate classification reviews as required. Submit documents and track in a database. Answer customer requests for documents or assistance. Prepare expired records for destruction. Record receipt and storage including indexing. Populate databases. Perform database queries. Perform quality control of box,,MAXIMUS INC,
5669,Scanner Operator,49.96,50.96,51.97,53.01,,,,,"Scanner Operator Operate highspeed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,BOOZ ALLEN HAMILTON,
5670,Scanner Operator,86.64,89.34,92.11,94.92,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,ACCENTURE,
5671,Scanner Operator,39.96,40.77,41.59,42.42,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,CACI INTERNATIONAL INC,
5672,Scanner Operator,34.69,35.73,36.8,37.9,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,CACI INTERNATIONAL INC,
5673,Scanner Operator,60.15,61.96,63.82,65.74,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,COMPUTER SCIENCES CORPORATION (CSC),
5674,Scanner Operator,35.73,36.69,37.68,38.7,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,GENERAL DYNAMICS CORPORATION,
5675,Scanner Operator,36.33,37.24,38.17,39.13,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,HARRIS CORPORATION,
5676,Scanner Operator,31.01,31.97,32.97,33.78,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,HEWLETT-PACKARD COMPANY (HP),
5677,Scanner Operator,34.91,35.93,36.97,38.04,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,IBM CORPORATION,
5678,Scanner Operator,36.02,36.94,37.89,38.88,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,NORTHROP GRUMMAN CORPORATION,
5679,Scanner Operator,31.48,32.42,33.39,34.39,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,PRAGMATICS INC,
5680,Scanner Operator,105.04,107.67,110.36,113.12,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"LEIDOS, INC.",
5681,Scanner Operator,27.53,28.22,28.92,29.65,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,SRA INTERNATIONAL INC,
5682,Scanner Operator,42.93,43.81,44.7,45.66,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,UNISYS CORPORATION,
5683,Scanner Operator,17.25,17.6,17.95,18.31,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,VSE CORPORATION,
5684,Scanner Operator,32.71,33.56,34.43,35.33,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,XEROX CORPORATION,
5685,Scanner Operator,42.24,43.72,45.25,46.84,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,MANTECH INTERNATIONAL CORP,
5686,Scanner Operator,27.74,28.57,29.43,30.31,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,UNIVERSAL HI-TECH DEVELOPMENT INC,
5687,Scanner Operator,55.19,56.29,57.42,58.57,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,INDUS CORPORATION,
5688,Scanner Operator,43.76,44.85,45.97,47.12,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,STG INC,
5689,Scanner Operator,32.62,33.14,33.67,34.21,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,DELOITTE LLP,
5690,Scanner Operator,52.97,54.56,56.19,57.88,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,DELL INC,
5691,Scanner Operator,46.58,47.65,48.75,49.87,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,PRICEWATERHOUSECOOPERS LLP,
5692,Scanner Operator,45.92,47.22,48.57,49.96,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"WYLE LABORATORIES, INC.",
5693,Scanner Operator,45.37,46.96,48.61,50.32,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,RAYTHEON COMPANY,
5694,Scanner Operator,41.45,42.56,43.7,44.87,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,SERCO GROUP PLC,
5695,Scanner Operator,41.55,42.88,44.25,45.67,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,SGT INCORPORATED,
5696,Scanner Operator,31.26,32.2,33.16,34.16,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"SOTERA DEFENSE SOLUTIONS, INC.",
5697,Scanner Operator,46.63,47.98,49.4,50.85,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"BAE SYSTEMS, INC",
5698,Scanner Operator,40.64,41.94,43.28,44.67,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,CIBER INC,
5699,Scanner Operator,56.05,57.47,58.92,60.42,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,LOCKHEED MARTIN CORPORATION,
5700,Scanner Operator,54.63,56.27,57.95,59.69,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"A-TEK, INC",
5701,Scanner Operator,35.91,36.99,38.1,39.24,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,VISTRONIX INC,
5702,Scanner Operator,48.3,49.22,50.15,51.1,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,DYNAMICS RESEARCH CORPORATION (DRC),
5703,Scanner Operator,41.87,43.13,44.42,45.75,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,PROJECT PERFORMANCE CORPORATION,
5704,Scanner Operator,60.88,62.56,64.28,66.05,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,AQUILENT INC,
5705,Scanner Operator,41.37,42.62,43.89,45.21,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,JACOBS ENGINEERING GROUP INC,
5706,Scanner Operator,41.8,42.85,43.92,45.02,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,SMARTRONIX INC,
5707,Scanner Operator,40.77,42.19,43.67,45.2,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,CGI GROUP INC,
5708,Scanner Operator,36.88,37.99,39.13,40.3,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,ELECTRONIC CONSULTING SERVICES INC (ECS),
5709,Scanner Operator,51.93,53.23,54.56,55.92,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,OMNITEC SOLUTIONS INC,
5710,Scanner Operator,29.98,30.58,31.2,31.82,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"CREATIVE COMPUTING SOLUTIONS, INC",
5711,Scanner Operator,24.22,24.58,24.95,25.33,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,ONPOINT CONSULTING INC,
5712,Scanner Operator,23.89,24.2,24.52,24.84,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"CREATIVE INFORMATION TECHNOLOGY, INC (CITI)",
5713,Scanner Operator,40.88,42.2,43.57,44.97,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,QUALITY SOFTWARE SERVICES INC (QSSI),
5714,Scanner Operator,68.56,70.62,72.74,74.92,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,ICF INTERNATIONAL INC,
5715,Scanner Operator,40.42,41.47,42.59,43.78,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"AAC, INC",
5716,Scanner Operator,34.91,35.93,36.97,38.04,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,LGS INNOVATIONS LLC,
5717,Scanner Operator,33.1,33.43,33.76,33.76,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,ADVANCED TECHNOLOGY SYSTEMS INC,
5718,Scanner Operator,27.91,28.75,29.61,30.5,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,L-3 NATIONAL SECURITY SOLUTIONS INC,
5719,Scanner Operator,27.84,28.4,28.96,29.54,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,NCI INC,
5720,Scanner Operator,41.05,42.29,43.55,44.86,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,"HYGEIA SOLUTION PARTNERS, LLC",
5721,Scanner Operator,41.97,42.81,43.67,44.54,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,CATAPULT HEALTH TECHNOLOGY GROUP (CHTG) JV,
5722,Scanner Operator,35.58,36.65,37.75,38.88,,,,,"Scanner Operator Operate high-speed scanner or cameras and personal computers to perform imaging or microfilming following established, written procedures. Perform daily, weekly, and monthly maintenance routines including minor repair service on cameras. Meet daily production goals and quality standards. Commensurate experience and education.",,MAXIMUS INC,
5723,Scientific Data Analyst,139.8,142.6,145.45,148.36,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,BOOZ ALLEN HAMILTON,
5724,Scientific Data Analyst,211.42,217.94,224.65,231.57,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,ACCENTURE,
5725,Scientific Data Analyst,60.06,61.25,62.47,63.73,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,CACI INTERNATIONAL INC,
5726,Scientific Data Analyst,96.17,99.05,102.02,105.08,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,CACI INTERNATIONAL INC,
5727,Scientific Data Analyst,157.95,162.69,167.58,172.63,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,COMPUTER SCIENCES CORPORATION (CSC),
5728,Scientific Data Analyst,116.64,119.79,123.03,126.35,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,GENERAL DYNAMICS CORPORATION,
5729,Scientific Data Analyst,94.39,96.75,99.17,101.64,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,HARRIS CORPORATION,
5730,Scientific Data Analyst,30.88,31.84,32.83,33.64,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,HEWLETT-PACKARD COMPANY (HP),
5731,Scientific Data Analyst,48.25,49.65,51.09,52.57,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,IBM CORPORATION,
5732,Scientific Data Analyst,115.11,118.05,121.07,124.23,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,NORTHROP GRUMMAN CORPORATION,
5733,Scientific Data Analyst,90.17,92.88,95.67,98.54,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,PRAGMATICS INC,
5734,Scientific Data Analyst,156.6,160.51,164.52,168.64,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"LEIDOS, INC.",
5735,Scientific Data Analyst,104.67,107.29,109.97,112.72,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,SRA INTERNATIONAL INC,
5736,Scientific Data Analyst,81.94,83.58,85.25,87.11,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,UNISYS CORPORATION,
5737,Scientific Data Analyst,79.99,81.59,83.22,84.88,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,VSE CORPORATION,
5738,Scientific Data Analyst,88.23,90.53,92.88,95.3,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,XEROX CORPORATION,
5739,Scientific Data Analyst,132.0,136.62,141.41,146.35,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,MANTECH INTERNATIONAL CORP,
5740,Scientific Data Analyst,114.81,118.25,121.8,125.45,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,UNIVERSAL HI-TECH DEVELOPMENT INC,
5741,Scientific Data Analyst,76.88,78.42,79.99,81.59,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,INDUS CORPORATION,
5742,Scientific Data Analyst,49.95,51.2,52.48,53.79,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,STG INC,
5743,Scientific Data Analyst,117.89,121.56,125.34,128.54,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,DELOITTE LLP,
5744,Scientific Data Analyst,111.5,114.85,118.29,121.84,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,DELL INC,
5745,Scientific Data Analyst,129.74,132.72,135.77,138.89,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,PRICEWATERHOUSECOOPERS LLP,
5746,Scientific Data Analyst,114.36,117.62,120.97,124.42,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"WYLE LABORATORIES, INC.",
5747,Scientific Data Analyst,65.79,68.09,70.48,72.95,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,RAYTHEON COMPANY,
5748,Scientific Data Analyst,123.09,126.38,129.76,133.24,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,SERCO GROUP PLC,
5749,Scientific Data Analyst,139.76,144.23,148.85,153.61,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,SGT INCORPORATED,
5750,Scientific Data Analyst,91.83,94.59,97.43,100.35,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"SOTERA DEFENSE SOLUTIONS, INC.",
5751,Scientific Data Analyst,76.9,79.13,81.48,83.86,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"BAE SYSTEMS, INC",
