,Role,2018_2019,2019_2020,2020_2021,2021_2022,2022_2023,2023_2024,2024_2025,Education,Functional Responsibility,Years of Experience,Company,socio_economic
555,IT Systems Security Specialist,75.0,75.0,75.0,75.0,75.0,75.0,,Bachelor's,Responsible for the analysis and development ofsecurity solutionsfor customer systems. Supervise analytical and problem resolution process.,3,Newport Hall,small business
556,Data Management Specialist,75.0,75.0,75.0,75.0,75.0,75.0,,Bachelor's,"Assists customer in the planning and coordinating acquisition and implementation of database systems including application programming, data warehousing, user interface and transaction processing. Analyzes proposed and existing system used in processing applications in terms of data communications and database management/structure, requirements, and costs. Prepares studies and gives presentations on current data communications concepts. Prepares functional specifications for acquiring commercially available equipment. Consults with user management to ensure that problems are properly identified and solutionsmeet the requirements.",5,Newport Hall,small business
557,Internet Technical Specialist,75.0,75.0,75.0,75.0,75.0,75.0,,HS,"Responsible for the development of programsto offer Internetsolutionsforsystem requirements. Offers technical guidance to programmers, users and system analysts. Designs and implements Internet, Intranet and web-basedsystems.",2,Newport Hall,small business
558,Senior Computer Systems Analyst,75.0,75.0,75.0,75.0,75.0,75.0,,Master's,"Responsible for the supervision of analysts, the development,scheduling and implementation ofprojects.",5,Newport Hall,small business
559,Computer Systems Analyst,61.0,61.0,61.0,61.0,61.0,61.0,,Bachelor's,"Performs analysis ofsystems,requirements and the implementation ofrequirements through informationtechnologies.",3,Newport Hall,small business
560,Project manager,108.0,108.0,108.0,108.0,108.0,108.0,,Bachelor's,Manages projects and program as administrative (IT) or technical project manager. This position is responsible for the management and direction of the complete process of programs from proposal to implementation.,10,Newport Hall,small business
561,Technical Editor/Writer,55.0,55.0,55.0,55.0,55.0,55.0,,HS,"Draft, edit and finalize technical documents,support documentation, reports and memoranda for current projects. Supervises the preparation and publication of large documents through standards setting, editorial control, and relationships with printers.",2,Newport Hall,small business
562,Administrative assistant,30.0,30.0,30.0,30.0,30.0,30.0,,HS,"Management of office personnel. Financial management including supervision of invoicing, payments, time and recordkeeping.",3,Newport Hall,small business
563,Clerical support,30.0,30.0,30.0,30.0,30.0,30.0,,HS,"Responsible for overall administrative functions. Duties may include: administrative and support functions, employee time charge reporting, administrative security management.",2,Newport Hall,small business
564,Help Desk Manager,,71.22,71.22,71.22,71.22,71.22,,Bachelor's,"Provides daily supervision and direction to staff that are responsible for phone and in person Support to users in the areas of e-mail, directories, standard Windows desktop applications, And applications developed or deployed under this contract. This position serves as the initial Point of contact for troubleshooting hardware/software PC and printer problems. General experience includes information systems development, network and other work in the Client/server field, or related fields. Demonstrated ability to communicate orally and in writing And a positive customer service attitude.",7,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
565,Help Desk Specialist,,42.59,42.59,42.59,42.59,42.59,,Associate's,"Provides phone and in-person support to users in the areas of e-mail, directories, Standard Windows desktop applications, and applications developed under this contract or Predecessors. Serves as a technical point of contact for troubleshooting hardware/software PC and Printer problems. General experience includes information systems development and other work in the client/server Field, or related fields. Demonstrated ability to communicate orally and in writing and a positive Customer service attitude.",3,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
566,Help Desk Specialist,,42.59,42.59,42.59,42.59,42.59,,Bachelor's,"Provides phone and in-person support to users in the areas of e-mail, directories, Standard Windows desktop applications, and applications developed under this contract or Predecessors. Serves as a technical point of contact for troubleshooting hardware/software PC and Printer problems. General experience includes information systems development and other work in the client/server Field, or related fields. Demonstrated ability to communicate orally and in writing and a positive Customer service attitude.",3,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
567,Project Administrator II,,50.87,50.87,50.87,50.87,50.87,,Bachelor's,"Analyzes project requirements in the areas of business management, financial management, program scheduling, critical path analyses, support requirements, and performs other related analyst/management activities required for successful completion of the task. Conducts impact studies, cost/benefit analyses, dependency models, and project tracking methodologies to ensure the success and efficiency of the project.",2,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
568,Quality Assurance Manager,,86.49,86.49,86.49,86.49,86.49,,Bachelor's,Establishes and maintains a process for evaluating software and associated documentation. Determines the resources required for quality control. Maintains the level of quality throughout the software life cycle. Conducts formal and informal reviews at predetermined points throughout the development life cycle.,8,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
569,Systems Engineer,,76.31,76.31,76.31,76.31,76.31,,Bachelor's,"Applies systems engineering principles to investigate, analyze, plan, design, develop, Implement, test, or evaluate military weapon systems: review and prepare system engineering And technical analyses, reports, change proposals, and other technical documentation. Applies System engineering experience to perform functions such as system integration, configuration Management, quality assurance testing, or acquisition and resource management. Analyzes, Designs, develops, implements, tests, or evaluates automated data processing software related to Engineering or functional requirements of military weapons systems, associated support Systems, or management information systems.",3,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
570,Sr. Systems Engineer,,81.4,81.4,81.4,81.4,81.4,,Bachelor's,"Applies systems engineering principles to investigate, analyze, plan, design, develop, Implement, test, or evaluate military weapon systems: review and prepare system engineering And technical analyses, reports, change proposals, and other technical documentation. Applies System engineering experience to perform functions such as system integration, configuration Management, quality assurance testing, or acquisition and resource management. Analyzes, Designs, develops, implements, tests, or evaluates automated data processing software related to Engineering or functional requirements of military weapons systems, associated support Systems, or management information systems.",8,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
571,Business Application and Resource Analyst ,,72.59,72.59,72.59,72.59,72.59,,Bachelor's,"Responsible for manpower resource planning and allocation, analysis of buying trends, research, analysis and presentation of contract status and resource reports, and market analysis. Supports the government Acquisition Contract Management Team in developing, implementing, and documenting best business practices related to manpower resource planning, allocation and compensation. Provides professional support to Contract and Business Managers in meeting and maintaining manpower resource requirements. Evaluates internal manpower requirements for the execution of IT strategies and procedures and performs analysis of external market factors affecting compensation for IT professionals and supporting technical personnel. Develops compensation strategies for achieving and maintaining the optimum levels of technical capability with available financial resources.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
572,Senior Application Engineer,,79.8,79.8,79.8,79.8,79.8,,Bachelor's,"Analyzes and studies complex system requirements. Designs software tools and subsystems to support software reuse and domain analyses and manages their implementation. Manages software development and support using formal specifications, data flow diagrams, other accepted design techniques and Computer Aided Software Engineering (CASE) tools. Estimates software development costs and schedule. Reviews existing programs and assists in making refinements, reducing operating time, and improving current techniques. Supervises software configuration management.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
573,Program Manager,,74.81,74.81,74.81,74.81,74.81,,Bachelor's,"Acts as the overall lead, manager and administrator for the contract effort. Serves as the primary interface and point of contact with government program authorities and representatives on technical and program/project issues. Supervises program/project operations by developing procedures, planning and directing execution of the technical, programming, maintenance and administrative support effort and monitoring and reporting progress. Manages acquisition and employment of program/project resources. Manages and controls financial and administrative aspects of the program/project with respect to contract requirements. As a result of the above functions, a Secret clearance is required for the position.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
574,Computer Engineer III,,89.77,89.77,89.77,89.77,89.77,,Bachelor's,"Has knowledge in one or more aspects of telecommunications or data system integration. This individual possesses broad knowledge in one or more areas of the telecommunications or data network arenas and may possess specialized knowledge in one of the following areas: routing/switching infrastructures, transport technology, network management systems, or network protocols for computer telephony integration (CTI). Performs research in support of the development of requirements or standards for a specific CTI specialty. Assists in testing or analysis of CTI interoperability with data or telecommunication protocols or services. Performs general technical support in one or more specific areas of research associated with computer or telecommunications network interoperability or integration. Capable of working with supervision on specific tasks associated with the implementation of specific aspects of computer telephony integration.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
575,Senior Systems Engineer II,,111.55,111.55,111.55,111.55,111.55,,Bachelor's,"Applies systems engineering principles to investigate, analyze, plan, design, develop, implement, test, or evaluate military weapon systems; review and prepare system engineering and technical analyses, reports, change proposals, and other technical documentation. Applies system engineering experience to perform functions such as system integration, configuration management, quality assurance testing, or acquisition and resource management. Analyzes, designs, develops, implements, tests, or evaluates automated data processing software related to engineering or functional requirements of military weapons systems, associated support systems, or management information systems.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
576,Applications Engineer,,9.82,9.82,9.82,9.82,9.82,,Bachelor's,"Analyzes and studies complex system requirements and prepares recommendations for change. Designs software tools and subsystems to support software reuse and domain analyses and manages their implementation. Manages software development and support using formal specifications, data flow diagrams, other accepted design techniques and Computer Aided Software Engineering (CASE) tools. Estimates software development costs and schedule. Prepares existing programs and assists in making refinements, reducing operating time, and improving current techniques. Supervises software configuration management.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
577,Senior Database Analyst ,,89.77,89.77,89.77,89.77,89.77,,Bachelor's,"Applies knowledge of computer science concepts and techniques in the design, development, installation and maintenance of relational databases to satisfy engineering, scientific, or business data acquisition and management. Develops and maintains necessary public synonyms, data base links, and user access controls. Provides database tuning and monitoring to insure effective and efficient data access to include comparison of performance ratios, tuning of memory configuration, disk I/0, and application software, design and maintenance of the physical layout of the databases and calculating disk space requirements for database tables and indexes. Responsible for developing project plans, justifications, guidelines, and controls.  As a result of the above functions, a Secret clearance may be required for the position.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
578,Senior Program Business Manager,,138.65,138.65,138.65,138.65,138.65,,Bachelor's,"Responsible for business and financial, programmatic and administrative aspects of project performance (i.e., contractual, administrative, deliverables management, program performance metrics and financial management). Manages and supervises personnel involved in relevant areas of project activity. Supports the program and program manager in the program/project organization and metrics gathering and analysis. Shares responsibility for program financial and business management with Program Manager. In conjunction with the Program Manager, establishes and maintains technical and financial reports in order to show progress to Program Manager, and government program authorities (i.e., management and clients). Maintains client contact to ensure conformity to all contractual obligations. In conjunction with the program manager, supports the development, maintenance, and implementation of work order management plans; a document that guides the performance of all functional activities performed on the individual work orders. Monitors and reports on program progress relative to program plans, (i.e., planned vs. actual), with respect to programmatic and financial baselines.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
579,Project Manager,,67.63,67.63,67.63,67.63,67.63,,Bachelor's,"Acts as overall system engineer, technical manager, and administrator for one or more delivery orders; serves as the primary interface and point of contact with the Program Manager, on technical program/project issues. Supervises program/project operations by developing system engineering and management procedures, planning and execution of the engineering and technical effort. Responsible for monitoring and reporting progress, management of acquisition and employment of the program/project resources management and control of financial and administrative aspects of the program/project with respect to delivery order requirement.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
580,System Administrator,,84.79,84.79,84.79,84.79,84.79,,Bachelor's,"Supervises and manages the daily activities of configuration and operation of business systems, which may be mainframe, mini, or client/server based. Optimizes system operation and resource utilization, and performs system capacity analysis and planning. Provides assistance to users in accessing and using business systems.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
581,Database Administrator,,74.81,74.81,74.81,74.81,74.81,,Bachelor's,"Applies knowledge of computer science concepts and techniques in the design, development, installation and maintenance of relational databases to satisfy engineering, scientific, or business data acquisition and management.  Develops and maintains necessary public synonyms, data base links, and user access controls.  Provides database tuning and monitoring to insure effective and efficient data access to include comparison of performance ratios, tuning of memory configuration, disk VO, and application software. Design and maintenance of the physical layout of the databases and calculating disk space requirements for database tables and indexes. Responsible for segments or phases of broader, more complex projects. As a result of the above functions, a Secret clearance may be required for the position.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
582,Senior Computer Systems Analyst,,89.77,89.77,89.77,89.77,89.77,,Bachelor's,"Must be knowledgeable in implementing computer systems in a phased approach of requirements analysis and conceptual design, site survey, system design review, critical design review, installation, integration, and testing. Must be knowledgeable in performing requirements analysis for a wide range of users in areas of office automation and finance and accounting. Must be able to present system designs for user approval at formal reviews.  Must be capable of performing configuration management, integrating software, interpreting software test results, and recommending solutions for unsatisfactory test results. Must be knowledgeable in life-cycle support, including maintenance, administration, and management. Must be able to provide solutions to identified software problem reports.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
583,Application Developer- Journeyman ,,112.5,112.5,112.5,112.5,112.5,,Bachelor's,"Designs, develops, enhances, debugs, and implements software. Troubleshoots production problems related to software applications. Researches, tests, builds, and coordinates the conversion and/or integration of new products based on client requirements. Designs and develops new software products or major enhancements to existing software. Addresses problems of systems integration, compatibility, and multiple platforms. Consults with project teams and end users to identify application requirements. Performs feasibility analysis on potential future projects to management. Assists in the evaluation and recommendation of application software packages, application integration and testing tools. Resolves problems with software and responds to suggestions for improvements and enhancements. Acts as team leader on projects. Instructs, assigns, directs, and checks the work of other software developers on development team. Participates in development of software user manuals.",3,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
584,Database Specialist-Senior,,83.02,83.02,83.02,83.02,83.02,,Bachelor's,"Provides all activities related to the administration of computerized databases. Projects long-range requirements for database administration and design in conjunction with other managers in the information systems function. Designs, creates, and maintains databases in a client/server environment. Conducts quality control and auditing of databases in a client/server environment to ensure accurate and appropriate use of data.  Advises users on access to various client/server databases. Designs, implements, and maintains complex databases with respect to JCL, Access methods, access time, device allocation, validation checks, organization, protection and security, documentation, and statistical methods. Applies knowledge and experience with database technologies, development methodologies, and front-end (e.g., COGNOS)/back-end programming languages (e.g., SQL). Performs database programming and supports systems design. Includes maintenance of database dictionaries, overall monitoring of standards and procedures, file design and storage, and integration of systems through database design",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
585,Subject Matter Expert- Journeyman,,106.47,106.47,106.47,106.47,106.47,,Bachelor's,"Serves as subject matter expert, possessing in-depth knowledge of a particular area, such as business, computer science, engineering, mathematics, or the various sciences .Provides technical knowledge and analysis of highly specialized applications an operational environments, high-level functional systems analysis, design, integration, documentation and implementation advice on exceptionally complex problems that need extensive knowledge of the subject matter for effective implementation .Participates as needed in all phases of software development with emphasis on the planning, analysis, testing, integration, documentation, and presentation phases. Applies principles, methods and knowledge of the functional area of capability to specific task order requirements, advanced mathematical principles and methodsto exceptionally difficult and narrowly defined technical problems in engineering and other scientific applications to arrive at automated solutions.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
586,Computer Scientist ,,138.84,138.84,138.84,138.84,138.84,,Bachelor's,"Acts as a senior consultant in complex or mission critical client requirements. Develops, modifies, and applies computer modeling and programming applications to analyze and solve mathematical and scientific problems affecting system and program performance. Participates in all phases of scientific and engineering projects such as research, design, development, testing, modeling, simulating, training, and documentation.",5,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
587,Network Specialist-Journeyman,,97.95,97.95,97.95,97.95,97.95,,Bachelor's,"Acts as a senior consultant in complex or mission critical client requirements. Develops, modifies, and applies computer modeling and programming applications to analyze and solve mathematical and scientific problems affecting system and program performance. Participates in all phases of scientific and engineering projects such as research, design, development, testing, modeling, simulating, training, and documentation.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
588,Business Process Consultant,,91.3,91.3,91.3,91.3,91.3,,Bachelor's,"Acts as a senior consultant in complex or mission critical client requirements. Develops, modifies, and applies computer modeling and programming applications to analyze and solve mathematical and scientific problems affecting system and program performance. Participates in all phases of scientific and engineering projects such as research, design, development, testing, modeling, simulating, training, and documentation.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
589,Application system Analyst-Master,,101.81,101.81,101.81,101.81,101.81,,Bachelor's,"Acts as a senior consultant in complex or mission critical client requirements. Develops, modifies, and applies computer modeling and programming applications to analyze and solve mathematical and scientific problems affecting system and program performance. Participates in all phases of scientific and engineering projects such as research, design, development, testing, modeling, simulating, training, and documentation.",4,1 Source Consulting,"Small business, Service Disabled Veteran Owned Small business, SBA Certified Small Disadvantaged business"
590,Project Manager,148.8,151.63,154.51,157.45,,,,Master's,"Serves as the Contractor counterpart to the Government program/technical managers. Manages program/technical support operations involving multiple project/task orders and personnel, possibly at diverse locations. Organizes, directs, and coordinates planning and execution of all program/technical support activities. Has proven information technology expertise and communications skills to be able to interface with all levels of management. Plans and manages the progress of several highly technical projects. Establishes, monitors, and adjusts management structure to direct program/technical support activities in a most effective manner. Uses project automation tools to monitor the budget and schedule of various tasks and activities. Meets and confers with Government management officials regarding the status of specific program/technical activities and problems, issues or conflicts regarding resolution.",15,PSI International,Other than small business
591,Database Management Specialist,128.06,130.49,132.97,135.5,,,,Bachelor's,"Manages and/or develops database projects. Provides highly technical expertise in the use of DBMS concepts. Provides technical expertise and support in the use of Data Base Management Systems (DBMS). Evaluates and recommends available DBMS products and services to supports validated user requirements. Defines file organization, indexing methods, and security procedures for specific user applications. Develops, implements, and maintains database back-up and recovery procedures for the processing environments, and ensures data integrity, security and recoverability of DBMS applications.",12,PSI International,Other than small business
592,Senior Functional Analyst,138.81,141.45,144.13,146.87,,,,Bachelor's,Analyzes user needs to determine functional and cross- functional requirements. Performs functional allocation to identify required tasks and their interrelationships. Provides daily supervision to support staff.,10,PSI International,Other than small business
593,Senior Application Engineer,126.75,129.16,131.62,134.12,,,,Bachelor's,Analyzes and studies complex system requirements. Designs software tools and subsystems to support software reuse and domain analyses and manages their implementation. Manages software development. Estimates software development costs and schedule.,10,PSI International,Other than small business
594,Application Engineer,119.21,121.48,123.79,126.14,,,,Bachelor's,"Analyzes functional business applications and design specification for functional activities. Develops block diagrams and logic flow charts. Translates detailed design into computer software. Tests, debugs, and refines computer software to produce the required product. Prepares required documentation, including both program-level and user-level documentation. Enhances software to reduce operating time or improve efficiency. Provides technical direction to programmers to ensure program deadlines are met.",8,PSI International,Other than small business
595,System Engineer,94.3,96.09,97.92,99.78,,,,Bachelor's,"Applies software, hardware, and standards information technology skills in the analysis, specification, development, troubleshooting, integration, and acquisition of systems for information management applications. Ensures systems and applications are compliant with organizational standards for open systems architectures, reference models, and profiles of standards as they apply to the implementation and specification of information management solutions on the application platform, across the application program interface, and the external environment/software application. Evaluates and recommends COTS applications and methodologies that can be acquired to provide interoperable, portable, and scalable information technology solutions. Evaluates hardware and software environments for optimum operational efficiency. Troubleshoots system problems and recommends correction actions. Performs analysis and validation of reusable software/hardware components to ensure the integration of these components into interoperable information management design.",7,PSI International,Other than small business
596,Principal Information Engineer,104.93,106.92,108.95,111.02,,,,Master's,"Applies an enterprise-wide set of disciplines for the planning, analysis, design and construction of information systems. Develops analytical and computational techniques and methodology for problem solutions.",10,PSI International,Other than small business
597,Senior Computer System Analyst,111.89,114.01,116.18,118.39,,,,Bachelor's,"Provides technical and administrative direction for personnel performing software development tasks, including the review of work products for correctness, adherence to the design concept and to user standards, and for progress in accordance with schedules.",10,PSI International,Other than small business
598,Application Programmer,79.39,80.9,82.44,84.0,,,,Bachelor's,"Analyzes functional business applications and design specifications for functional areas such as payroll, logistics, and contracts. Translates detailed design into computer software. Tests, debugs, and refines the computer software to produce the required product. Prepares required documentation, including both program-level and user-level documentation. Enhances software to reduce operating time or improve efficiency. Provides technical direction to programmers as required to ensure program deadlines are met.",5,PSI International,Other than small business
599,Senior Network Installation Technician,78.18,79.66,81.18,82.72,,,,HS,Organizes and directs network installations on site surveys. Assesses and documents current site network configuration and user requirements. Designs and optimizes network topologies. Directs and leads preparation of engineering plans and site installation Technical Design Packages. Develops installation schedules. Prepares site installation and test reports. Coordinates post installation operations and maintenance support.,9,PSI International,Other than small business
600,Network Installation Technician,68.93,70.23,71.57,72.93,,,,HS,Conducts site surveys. Assesses and documents current site network configuration and user requirements. Designs and optimizes network topologies. Follows engineering plans and site installation Technical Design Packages. Develops installation schedules. Works with network installation team. Assists in the preparation of drawing and documenting configuration changes at each site. Prepares site installation and test reports.,5,PSI International,Other than small business
601,Senior Training Specialist,76.15,77.6,79.07,80.57,,,,Bachelor's,"Conducts the research necessary to develop and revise training courses and prepares appropriate training catalogs. Develops instructor materials including course outlines, background materials, and training aids. Develops student materials such as manuals, workbooks, handouts, completion certificates, and course critique forms. Provides daily supervision and direction to staff.",7,PSI International,Other than small business
602,Production Control Supervisor,60.02,61.16,62.32,63.51,,,,Associate's,"Manages production for recurring applications. Provides expertise in computer operations, data control, and job control language. Leads computer operators, data control clerks, and production specialists in operating a production scheduling and implementation organization. Reviews the Job Control Language, develops standard operating procedures, and establishes and maintains standards for reporting, fixing and submitting production applications.",4,PSI International,Other than small business
603,Production Control Specialist,56.54,57.62,58.71,59.83,,,,HS,"Establishes recurring production job schedules and submits or resubmits them for successful completion. Sets up job control languages, submits it for execution, monitors it for completion, reviews job status code upon completion and takes corrective action for abnormally terminated jobs. Interfaces with user organization for job scheduling and reporting of job status. Operates computers, performs tape library functions, and works with data control clerks on an as-needed basis.",2,PSI International,Other than small business
604,Peripheral Operator,44.45,45.29,46.15,47.03,,,,HS,"Responsible for the operation and maintenance of all input/output devices and all clerical/administrative tasks associated with input/output operations. Operates equipment such as printer, key punch, input/output devices, scanners, keyboards, and so on. Ensures proper operability of device by ribbons, toner, paper, as required. Receives, maintains, tracks and inputs documents. Distributes output to proper destination.",0,PSI International,Other than small business
605,Subject Matter Expert I,49.39,50.33,51.29,52.26,,,,Associate's,"Use Oracle-based system in a Client/Server environment to resolve discrepancies that occur between similar data entered by two independent data entry specialists. Ensure the accuracy of data entered into critical fields, per the Standard Operating Procedures. Other responsibilities include performing data entry functions as needed, providing quality assurance of the entered data providing critical feedback to data entry staff using a database designed to capture, track, and report errors and attending team meetings and training sessions.",1,PSI International,Other than small business
606,Subject Matter Expert II,65.33,66.57,67.83,69.12,,,,Bachelor's,"Use Oracle-based system in a Client/Server environment to resolve discrepancies that occur between similar data entered by two independent data entry specialists. Ensure the accuracy of data entered into critical fields, per the Standard Operating Procedures. Other responsibilities include performing data entry functions as needed, providing critical feedback to data entry staff using a database designed to capture, track, and report errors and attending team meetings and training sessions.",2,PSI International,Other than small business
607,Subject Matter Expert III,82.87,84.44,86.04,87.68,,,,Bachelor's,Use Oracle-based system in a Client/Server environment to resolve and handle medical coding of adverse event forms using the coding terms. Enter coded International Medical Terminology from Adverse Event Report forms or images of these forms into Oracle database. Verify medical code terms and data entry. Perform quality assurance on data entered into the Oracle system. Resolve problems related to data entered by the personnel into the database.,2,PSI International,Other than small business
608,Subject Matter Expert IV,85.92,87.55,89.22,90.91,,,,Master's,"Use Oracle-based system in a Client/Server environment to resolve and handle medical coding of adverse event forms using the coding terms. Perform such tasks as using International Medical Terminology to code adverse event reports from Adverse Event Report forms or images of these forms into an Oracle database; verify medical code and data entry. Review and retrieve system data, match output with specifications in accordance with the Standard Operating Procedures and resolve discrepancies. Assist in the development of Standard Operating Procedures. Assist lower level personnel in task activities.",3,PSI International,Other than small business
609,Subject Matter Expert V,129.38,131.84,134.35,136.9,,,,Master's,"Use Oracle-based system in a Client/Server environment to resolve and handle medical coding of adverse event forms using the coding terms. Possess at least 2 years of managerial experience. Interface with internal users as well as external stakeholders. Apply and use project management tools such as MS Projects, spreadsheets, etc. Use and direct personnel to code from Adverse Event Report forms or images of these forms into an Oracle database using International Medical Terminology; verify medical code and data entry. Review and retrieve system data, match output with specifications in accordance with Standard Operating Procedures and resolve discrepancies. Manage functional task activities and lower level personnel.",3,PSI International,Other than small business
610,Subject Matter Expert VI,195.2,198.91,202.69,206.54,,,,Master's,Use Oracle-based system in a Client/Server environment to resolve and handle medical coding of adverse event forms using the coding terms. Review and analyze the submitted data; retrieve data from the database and resolve all coding and text entry problems. Quality of data may need to be referred to the submitting person/agency source for follow-up or clarification. Enter coded International Medical Terminology data from Adverse Event Report forms or images of these forms into Oracle database through an Oracle forms application. Verify medical code terms and data entry. Improve and resolve system and process-related problems. Assist in developing long term and short term plans and concepts. Demonstrate oral and written communication skills.,3,PSI International,Other than small business
611,Data Processing Specialist I,28.56,29.11,29.66,30.22,,,,HS,"Input data from source documents into a keyboard controlled data entry device. May scan documents, assign indices and load database with image data. Extract, cross reference, and prepare data for entry. Compile and summarize data, as well as perform mathematical computations. Develop charts, graphs, and other statistical reports. Maintain files and records.",0,PSI International,Other than small business
612,Data Processing Specialist II,32.52,33.13,33.76,34.41,,,,HS,"Operate an alphanumeric keyboard requiring an understanding of transcribing procedures and relevant state-of-the-art data entry/computer equipment. Scan documents, assign indices and load database with image data. Exercise experience and judgment in selecting procedures to be followed and in searching for, interpreting, selecting, or coding items to be entered from a variety of source documents. Occasionally perform repetitive entry of data from standardized source documents.",0,PSI International,Other than small business
613,Data Processing Specialist III,50.28,51.23,52.21,53.2,,,,Bachelor's,"Operate an alphanumeric keyboard requiring an understanding of transcribing procedures and relevant state-of-the-art data entry/computer equipment. Exercise experience and judgment in selecting procedures to be followed and in searching for interpreting, selecting, or coding items to be entered from a variety of source documents. Occasionally perform repetitive entry of data from standardized source documents. Work independently and interact positively with a variety of clients. Supervise junior staff members and interface with client management.",2,PSI International,Other than small business
614,Administrative Assistant,39.83,40.59,41.36,42.15,,,,HS,"Use PCs to maintain and update office records. Aid staff by coordinating office services such as personnel, budget preparation and control, records control and management studies. Coordinate collection and preparation of operating reports. Coordinate resources for scheduled projects that use printing resources, shipping, mailing, and tracking systems for multiple ongoing projects (i.e., occurring simultaneously). Secure training facilities and order supplies and other materials as needed.",2,PSI International,Other than small business
615,Record Management Specialist I,25.57,26.05,26.55,27.05,,,,HS,"Process customer records through document management system, software and applications. Receive large number of records and documents from single or multiple sources and disseminate them in accordance with Standard Operating Procedures. Receive, log, and maintain all documents and records. Maintain inventory of hardware, software, documents, as required.",1,PSI International,Other than small business
616,Record Management Specialist II,28.25,28.78,29.33,29.89,,,,HS,"Process customer records through document management system, software and applications. May use specialized software and hardware to capture images. Receive large number of records and documents drawn from single or multiple sources; disseminate them, complying with standards for quality and timeliness. Communicate effectively with user organizations and technical staff.",1,PSI International,Other than small business
617,Record Management Specialist III,35.42,36.09,36.78,37.48,,,,HS,"Process customer records through document management system, software and applications. May use specialized software and hardware to capture images. Receive large number of records and documents and process them per Standard Operating Procedures. Communicate effectively with user organizations and technical staff. Assist junior level staff in managing and controlling documents.",2,PSI International,Other than small business
618,Record Management Specialist IV,39.36,40.11,40.87,41.65,,,,HS,"Process customer records through document management system, software and applications. Manage requirements and studies to implement new hardware and software technologies for records management. May use specialized software and hardware to capture images. Receive large number of records and documents and process them per Standard Operating Procedures. Contact with external customers. Plan and schedule production and resources to ensure turnaround requirements are met. Communicate effectively with user organizations and technical staff. Supervise junior in the operation of document management and control.",3,PSI International,Other than small business
619,Technology Consultant,233.56,238.0,242.52,247.13,,,,Master's,"Provides specialized analysis and solution development. Develops and implements systems, designs programs or creates and maintains documentation. Develops and implements plans. Provides direction and leadership to assigned personnel. Performs customer liaison. Complies with industry standards.",10,PSI International,Other than small business
620,Junior Technology Consultant,187.47,191.03,194.66,198.36,,,,Bachelor's,"Provides specialized analysis and solution development. Develops and implements systems, designs programs or creates and maintains documentation. Develops and implements plans. Performs customer liaison. Complies with industry standards.",6,PSI International,Other than small business
